,Parameter,Parameter Value,Scenario,Model,Ticker,Weight
1011,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),T,0.028303700268505105
1012,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),JPM,0.01729764359393517
1013,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),JNJ,0.0007894275347382215
1014,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),INTC,0.004783197387935479
1015,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),GE,0.011209344678256603
1016,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),MS,0.006322975800402489
1017,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),RTX,0.007982241246527431
1018,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),TXN,0.03695324088895369
1019,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),IBM,0.006685160756396331
1020,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),SPGI,0.030117457718231756
1021,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),LMT,0.0011055812811643301
1022,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),ADP,0.02417232021403687
1023,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),COF,0.011585119076693478
1024,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),WDC,0.003710927007800679
1025,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),ABT,0.015126906222119766
1026,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),GILD,0.004044080473256699
1027,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),UNP,0.011019676434964484
1028,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),ADI,0.0019074112262313812
1029,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),TMUS,0.004569280534494871
1030,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),MMM,0.0003856427358022111
1031,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),ADBE,0.012814304137841502
1032,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),AXP,0.015489429092305166
1033,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),BA,0.004639536251099244
1034,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),CVX,0.0028063496362366828
1035,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),CSCO,0.010078926643612453
1036,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),DD,0.008112146492630975
1037,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),XOM,0.0029811619414676902
1038,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),FDX,0.035810252904393325
1039,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),GS,0.030009347816775712
1040,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),GM,0.08106293645418537
1041,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),HAS,0.029843719216715848
1042,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),JBL,0.006355295313899378
1043,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),KMB,0.019601426747478556
1044,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),KLAC,0.019728983018253456
1045,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),LOW,0.005575063584810186
1046,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),MKC,0.006982838507688871
1047,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),NEM,0.009791101485250125
1048,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),OLN,0.05890377452248923
1049,Maximum Weight,0.3,Maximum Weight=0.3,Simulated (Max Sharpe Ratio),PH,0.049897890095690775
1050,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,PPG,0.02
1051,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,DELL,0.02
1052,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,QCOM,0.02
1053,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,AMAT,0.02
1054,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,MRK,0.02
1055,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,AME,0.02
1056,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,PG,0.02
1057,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,CL,0.02
1058,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,V,0.02
1059,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,MA,0.02
1060,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,MU,0.02
1061,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,T,0.02
1062,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,JPM,0.02
1063,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,JNJ,0.02
1064,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,INTC,0.02
1065,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,GE,0.02
1066,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,MS,0.02
1067,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,RTX,0.02
1068,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,TXN,0.02
1069,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,IBM,0.02
1070,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,SPGI,0.02
1071,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,LMT,0.02
1072,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,ADP,0.02
1073,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,COF,0.02
1074,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,WDC,0.02
1075,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,ABT,0.02
1076,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,GILD,0.02
1077,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,UNP,0.02
1078,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,ADI,0.02
1079,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,TMUS,0.02
1080,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,MMM,0.02
1081,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,ADBE,0.02
1082,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,AXP,0.02
1083,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,BA,0.02
1084,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,CVX,0.02
1085,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,CSCO,0.02
1086,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,DD,0.02
1087,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,XOM,0.02
1088,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,FDX,0.02
1089,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,GS,0.02
1090,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,GM,0.02
1091,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,HAS,0.02
1092,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,JBL,0.02
1093,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,KMB,0.02
1094,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,KLAC,0.02
1095,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,LOW,0.02
1096,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,MKC,0.02
1097,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,NEM,0.02
1098,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,OLN,0.02
1099,Maximum Weight,0.3,Maximum Weight=0.3,Equal-Weight,PH,0.02
1100,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,PPG,0.0
1101,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,DELL,0.3
1102,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,QCOM,0.0
1103,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,AMAT,0.16571
1104,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,MRK,0.0
1105,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,AME,0.0
1106,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,PG,0.0
1107,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,CL,0.0
1108,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,V,0.0
1109,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,MA,0.0
1110,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,MU,0.0
1111,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,T,0.0
1112,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,JPM,0.0
1113,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,JNJ,0.0
1114,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,INTC,0.0
1115,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,GE,0.0
1116,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,MS,0.02795
1117,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,RTX,0.0
1118,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,TXN,0.0
1119,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,IBM,0.0
1120,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,SPGI,0.0
1121,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,LMT,0.0
1122,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,ADP,0.0
1123,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,COF,0.0
1124,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,WDC,0.0
1125,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,ABT,0.0
1126,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,GILD,0.0
1127,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,UNP,0.0
1128,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,ADI,0.0
1129,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,TMUS,0.0
1130,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,MMM,0.0
1131,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,ADBE,0.0
1132,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,AXP,0.0
1133,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,BA,0.0
1134,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,CVX,0.0
1135,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,CSCO,0.0
1136,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,DD,0.0
1137,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,XOM,0.0
1138,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,FDX,0.08911
1139,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,GS,0.0
1140,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,GM,0.16398
1141,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,HAS,0.0
1142,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,JBL,0.0
1143,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,KMB,0.0
1144,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,KLAC,0.0
1145,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,LOW,0.21878
1146,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,MKC,0.0
1147,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,NEM,0.0
1148,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,OLN,0.03447
1149,Maximum Weight,0.3,Maximum Weight=0.3,Markowitz,PH,0.0
1150,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,PPG,0.0
1151,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,DELL,0.03340933181336373
1152,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,QCOM,0.021599568008639825
1153,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,AMAT,0.0
1154,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,MRK,0.020189596208075835
1155,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,AME,0.0
1156,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,PG,0.0
1157,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,CL,0.0
1158,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,V,0.1594868102637947
1159,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,MA,0.09093818123637526
1160,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,MU,0.05113897722045558
1161,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,T,0.0
1162,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,JPM,0.0
1163,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,JNJ,0.0
1164,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,INTC,0.01703965920681586
1165,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,GE,0.1569568608627827
1166,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,MS,0.0
1167,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,RTX,0.0
1168,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,TXN,0.0
1169,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,IBM,0.0
1170,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,SPGI,0.0738785224295514
1171,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,LMT,0.0
1172,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,ADP,0.0
1173,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,COF,0.0
1174,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,WDC,0.0
1175,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,ABT,0.005729885402291953
1176,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,GILD,0.01613967720645587
1177,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,UNP,0.0
1178,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,ADI,0.0
1179,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,TMUS,0.04048919021619567
1180,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,MMM,0.0
1181,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,ADBE,0.11805763884722303
1182,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,AXP,0.0
1183,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,BA,0.005129897402051958
1184,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,CVX,0.0
1185,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,CSCO,0.0
1186,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,DD,0.0
1187,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,XOM,0.0
1188,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,FDX,0.0
1189,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,GS,0.0
1190,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,GM,0.0
1191,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,HAS,0.0
1192,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,JBL,0.0
1193,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,KMB,0.08009839803203936
1194,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,KLAC,0.0
1195,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,LOW,0.020449591008179835
1196,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,MKC,0.04234915301693965
1197,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,NEM,0.04691906161876762
1198,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,OLN,0.0
1199,Maximum Weight,0.3,Maximum Weight=0.3,Black-Litterman,PH,0.0
1200,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,PPG,0.015865521817698673
1201,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,DELL,0.01840907479015111
1202,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,QCOM,0.015482686772706986
1203,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,AMAT,0.012009051503759888
1204,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,MRK,0.03211406332843486
1205,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,AME,0.016980319601065136
1206,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,PG,0.037799592416640715
1207,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,CL,0.04331300692031018
1208,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,V,0.01866977846607881
1209,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,MA,0.0155048458123099
1210,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,MU,0.011900750244455534
1211,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,T,0.025515401928349512
1212,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,JPM,0.015151701254201606
1213,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,JNJ,0.0349923384524694
1214,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,INTC,0.01667566084970474
1215,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,GE,0.01282955436701264
1216,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,MS,0.013769813463829573
1217,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,RTX,0.012602804537171353
1218,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,TXN,0.016018447168711415
1219,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,IBM,0.01728273155474373
1220,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,SPGI,0.023684232907650097
1221,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,LMT,0.025209213560091724
1222,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,ADP,0.019609801570974927
1223,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,COF,0.010756173398914295
1224,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,WDC,0.011470445936297041
1225,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,ABT,0.02836753115488068
1226,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,GILD,0.031506110545582104
1227,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,UNP,0.018053896754415922
1228,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,ADI,0.015008707639458232
1229,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,TMUS,0.022928281065205516
1230,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,MMM,0.02163033921714158
1231,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,ADBE,0.024943826415417675
1232,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,AXP,0.012199320291734823
1233,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,BA,0.008954878392627492
1234,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,CVX,0.013598308874144649
1235,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,CSCO,0.019523187035184752
1236,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,DD,0.0142509503165909
1237,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,XOM,0.012863434778466949
1238,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,FDX,0.014737623365755955
1239,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,GS,0.014973776858124222
1240,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,GM,0.01242991459508039
1241,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,HAS,0.019985986531873595
1242,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,JBL,0.011400970721071229
1243,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,KMB,0.056790263524080044
1244,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,KLAC,0.012775877279302916
1245,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,LOW,0.023169380326886896
1246,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,MKC,0.037240117028611255
1247,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,NEM,0.03666615987997123
1248,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,OLN,0.009481299809441656
1249,Maximum Weight,0.3,Maximum Weight=0.3,Risk-Parity,PH,0.012902844975215384
1250,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),PPG,0.019201159773408118
1251,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),DELL,0.05057210164892509
1252,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),QCOM,0.010413154656483705
1253,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),AMAT,0.08012884740033811
1254,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),MRK,0.043251124925923444
1255,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),AME,0.031152836704235132
1256,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),PG,0.0030765093431973007
1257,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),CL,0.003636855821866247
1258,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),V,0.0030392863139295893
1259,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),MA,0.006515484134835199
1260,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),MU,0.05291146497379148
1261,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),T,0.027731697626018813
1262,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),JPM,0.013856899289263628
1263,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),JNJ,0.0016812686379755904
1264,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),INTC,0.004690650901993651
1265,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),GE,0.0034257437555110302
1266,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),MS,0.01663798288113049
1267,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),RTX,8.839535119813353e-05
1268,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),TXN,0.02411004357651416
1269,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),IBM,0.0024211703998619155
1270,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),SPGI,0.011864327060872737
1271,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),LMT,0.016060089344810964
1272,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),ADP,0.0017606226443828408
1273,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),COF,0.032816290510533114
1274,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),WDC,0.002595140966712654
1275,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),ABT,0.06044003784693372
1276,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),GILD,0.00730710277247789
1277,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),UNP,0.0006932969960951653
1278,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),ADI,0.00321926814519922
1279,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),TMUS,0.07476859588111039
1280,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),MMM,0.00014597529505257123
1281,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),ADBE,0.0041787793859843275
1282,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),AXP,0.01386724891781322
1283,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),BA,0.0008597400722378921
1284,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),CVX,0.010452101811707288
1285,Maximum Weight,0.4,Maximum Weight=0.4,Simulated (Max Sharpe Ratio),CSCO,0.0007097161949375331
